submail,3,10,tests.test_message.TemplateTest.test_02_template_get|tests.test_message.TemplateTest.test_03_template_update|tests.test_message.TemplateTest.test_04_template_delete|
argutil,3,87,tests.submodules_test.SubmoduleTest.test_submodule_default_handler_shows_usage|tests.get_parser_test.GetParserTest.test_error_unknown_type|tests.get_parser_test.GetParserTest.test_module_not_in_defaults_file|
astroimtools,3,32,astroimtools.tests.test_arithmetic.TestNDDataArith.test_max|astroimtools.tests.test_arithmetic.TestNDDataArith.test_scalar|astroimtools.tests.test_arithmetic.TestNDDataArith.test_min|
autoclasswrapper,6,32,tests.test_output.TestOutputClass.test_write_cdt_with_proba|tests.test_output.TestOutputClass.test_write_cluster_stats|tests.test_output.TestOutputClass.test_write_dendrogram_no_stats|tests.test_output.TestOutputClass.test_write_cdt|tests.test_output.TestOutputClass.test_aggregate_input_data|tests.test_output.TestOutputClass.test_extract_results|
aws-lambda-decorators,1,148,tests.test_decoders.DecodersTests.test_extract_multiple_parameters_from_jwt_hits_cache|
boatd,2,35,boatd.tests.test_api.TestAPI.test_set_rudder|boatd.tests.test_api.TestAPI.test_thread|
bupper,2,11,test.test_bupper.TestUtils.test_makedirs_to|test.test_bupper.TestPaths.test_get_targets|
chuda,1,68,tests.test_app.test_output[argv0]|
clu,7,153,tests.test_ghost.TestStash.test_broken_is_initialized|tests.test_ghost.TestCLI.test_fail_init_two_stashes_passphrase_file_exists|tests.test_ghost.TestTinyDBStorage.test_is_initialized|tests.test_ghost.TestCLI.test_init_already_initialized|tests.test_ghost.TestTinyDBStorage.test_init_stash_in_current_dir|tests.test_ghost.TestCLI.test_init_permission_denied_on_passphrase|tests.test_ghost.TestSQLAlchemyStorage.test_is_initialized|
compilertools,1,50,tests.test___init__.tests_init|
contextily,3,19,tests.test_ctx.test_place|tests.test_ctx.test_plot_map|tests.test_ctx.test_add_basemap|
cuckoopy,1,18,tests.test_cuckoofilter.test_insert_filter_full|
cycle-calendar-generator,1,20,tests.test_cycle_calendar_generator.Test_parse_user_schedule.test_parses_correct_schedule|
easy_python_requirements,1,43,test.test_mock_functions.test_mock_module_with_two_updates|
elifetools,2,843,elifetools.tests.test_xmlio.TestXmlio.test_input_output_1_elife_02833_v2_xml|elifetools.tests.test_xmlio.TestXmlio.test_input_output_forcing_jats_doctype_1_elife_02833_v2_xml|
etaprogress,16,68,tests.test_components_bars_undefined.test_undefined_animated_resize|tests.test_progress_progressbarbits.test_defined_wont_fit|tests.test_progress_progressbarbits.test_defined|tests.test_progress_progressbarbytes.test_defined_wont_fit|tests.test_components_bars.test_bar|tests.test_progress_progressbarbits.test_defined_rounded|tests.test_progress_progressbarwget.test_defined_hour|tests.test_progress_progressbarbytes.test_defined_hour|tests.test_progress_progressbaryum.test_defined_rounded|tests.test_progress_progressbaryum.test_defined_hour|tests.test_progress_progressbaryum.test_defined|tests.test_progress_progressbarbits.test_undefined|tests.test_components_bars_undefined.test_animated|tests.test_progress_progressbarwget.test_defined_weeks|tests.test_progress_progressbaryum.test_defined_weeks|tests.test_progress_progressbarbytes.test_undefined|
excelt2json,1,14,tests.test_excel_2_json.TestProcessExcel.test_excel_process_not_patch_sheet_names|
exceltojson,2,14,tests.test_excel_2_json.TestProcessExcel.test_excel_process_not_patch_sheet_names|tests.test_excel_2_json.TestProcessExcel.test_excel_process_with_sheet_names|
ext_pylib,3,181,"tests.files.test_node.test_node_repr[atts2-{'path' : '/etc/path/file', 'perms' : 0o655, 'owner' : None, 'group' : None}]|tests.files.test_node.test_node_repr[atts0-{'path' : None, 'perms' : None, 'owner' : None, 'group' : None}]|tests.files.test_node.test_node_repr[atts1-{'path' : '/this/path/file', 'perms' : None, 'owner' : None, 'group' : None}]|"
FirebaseData,2,109,tests.test_watcher.test_watch__stale|tests.test_watcher.test_watch__not_stale|
fishbase,1,113,test.test_logger.TestFishLogging.test_format3|
fish_base,1,113,test.test_logger.TestFishLogging.test_format3|
Flask-Multi-Redis,7,33,test.integration.test_flask_multi_redis.test_transmission_of_not_implemented_method|test.integration.test_flask_multi_redis.test_custom_node|test.integration.test_flask_multi_redis.test_extension_registration_if_app_has_no_extensions|test.integration.test_flask_multi_redis.test_init_app|test.integration.test_flask_multi_redis.test_custom_prefix|test.integration.test_flask_multi_redis.test_custom_default_config|test.integration.test_flask_multi_redis.test_custom_default_ssl|
ghost,5,153,tests.test_ghost.TestCLI.test_init_permission_denied_on_passphrase|tests.test_ghost.TestTinyDBStorage.test_init_stash_in_current_dir|tests.test_ghost.TestTinyDBStorage.test_is_initialized|tests.test_ghost.TestSQLAlchemyStorage.test_is_initialized|tests.test_ghost.TestCLI.test_fail_init_two_stashes_passphrase_file_exists|
gitlab-stats,5,41,tests.test_utils.UtilsTest.test_050_get_moy_duration|tests.test_cli.CLITest.test_102_cli_proxy|tests.test_utils.UtilsTest.test_053_get_success_percentage|tests.test_utils.UtilsTest.test_221_write_into_a_created_report_do_not_had_headers|tests.test_utils.UtilsTest.test_223_report_generated|
hockey-scraper,1,41,tests.test_json_schedule.test_get_dates|
hspectral,1,44,strlearn.tests.test_streams.test_arff_parser|
icloudpd,4,38,tests.test_email_notifications.EmailNotificationsTestCase.test_2sa_required_email_notification|tests.test_cli.CliTestCase.test_tqdm|tests.test_two_step_auth.TwoStepAuthTestCase.test_2sa_flow_sms_failed|tests.test_two_step_auth.TwoStepAuthTestCase.test_2sa_flow_sms|
instabot,25,216,tests.test_bot_filter.TestBotFilter.test_check_user[True-False-False-True]|tests.test_bot_get.TestBotGet.test_get_hashtag_medias[hashtag1]|tests.test_bot_follow.TestBotFilter.test_follow_users[user_ids0]|tests.test_bot_get.TestBotGet.test_get_total_hashtag_medias[hashtag1]|tests.test_bot_like.TestBotGet.test_like_users[user_ids0]|tests.test_bot_follow.TestBotFilter.test_follow_following[12345678900]|tests.test_bot_get.TestBotGet.test_get_user_medias[12345678900]|tests.test_bot_get.TestBotGet.test_get_hashtag_medias[hashtag2]|tests.test_bot_like.TestBotGet.test_like_followers[12345678900]|tests.test_bot_follow.TestBotFilter.test_follow_followers[12345678901]|tests.test_bot_unlike.TestBotFilter.test_unlike_user|tests.test_bot_follow.TestBotFilter.test_follow_following[12345678901]|tests.test_bot_like.TestBotGet.test_like_users[user_ids1]|tests.test_bot_follow.TestBotFilter.test_follow_users[user_ids1]|tests.test_bot_get.TestBotGet.test_get_timeline_medias|tests.test_bot_like.TestBotGet.test_like_hashtag[like_hashtag1]|tests.test_bot_like.TestBotGet.test_like_user[12345678901]|tests.test_bot_get.TestBotGet.test_get_user_medias[12345678901]|tests.test_bot_follow.TestBotFilter.test_follow[7777777770]|tests.test_bot_get.TestBotGet.test_get_total_hashtag_medias[hashtag2]|tests.test_bot_like.TestBotGet.test_like_hashtag[like_hashtag2]|tests.test_bot_like.TestBotGet.test_like_user[12345678900]|tests.test_bot_follow.TestBotFilter.test_follow_followers[12345678900]|tests.test_bot_follow.TestBotFilter.test_follow[awesome.test.user]|tests.test_bot_follow.TestBotFilter.test_follow[7777777771]|
li,1,28,tests.test_license.test_get_does_does_not_modfiy_author_if_ok|
mccabe,1,14,test_mccabe.RegressionTests.test_max_complexity_is_always_an_int|
mklists,1,132,tests.test_utils_return_rootdir_pathname.test_not_return_rootdir_pathname_when_one_subdir_up|
mlconjug,2,21,tests.test_mlconjug.TestConjugator.test_conjugate|tests.test_mlconjug.TestModel.test_predict|
nnweaver,1,29,test.optimizers_test.test_bundle_linear|
pdfebc,1,31,tests.test_core.CoreTest.test_compress_too_small_pdf|
perf,6,162,pyperf.tests.test_examples.ExampleTests.test_bench_func_no_warmup|pyperf.tests.test_examples.ExampleTests.test_export_csv|pyperf.tests.test_examples.ExampleTests.test_bench_timeit|pyperf.tests.test_examples.ExampleTests.test_bench_func|pyperf.tests.test_examples.ExampleTests.test_bench_time_func|pyperf.tests.test_examples.ExampleTests.test_bench_command|
policyuniverse,2,29,policyuniverse.tests.test_expander_minimizer.TestMethods.test_expand_minimize_over_policies|policyuniverse.tests.test_expander_minimizer.TestMethods.test_expand_1|
poly_decomp,5,23,tests.test_poly_decomp.TestPoly_Decomp.test_polygonIsReflex|tests.test_poly_decomp.TestPoly_Decomp.test_not_polygonIsReflex|tests.test_poly_decomp.TestPoly_Decomp.test_not_polygonCanSee|tests.test_poly_decomp.TestPoly_Decomp.test_polygonAt_negative_index|tests.test_poly_decomp.TestPoly_Decomp.test_polygonAt|
pycosio,2,28,tests.test_core_io_base.test_memoizedmethod|tests.test_core_exceptions.test_handle_os_exceptions|
pydicom,46,2501,pydicom.tests.test_filereader.TestDeferredRead.test_filelike_deferred|pydicom.tests.test_filewriter.TestWriteNonStandard.test_read_write_identical|pydicom.tests.test_filereader.TestReader.test_correct_ambiguous_explicit_vr|pydicom.tests.test_filereader.TestFileLike.test_read_file_given_file_like_object|pydicom.tests.test_filereader.TestReadDataElement.test_read_AE|pydicom.tests.test_filereader.TestReader.test_no_preamble_file_meta_dataset|pydicom.tests.test_filewriter.TestWriteNonStandard.test_preamble_commandset|pydicom.tests.test_filewriter.TestWriteFile.testRTDose|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testRTPlan|pydicom.tests.test_filereader.TestReader.test_group_length_wrong|pydicom.tests.test_filewriter.TestWriteNonStandard.test_commandset|pydicom.tests.test_filewriter.TestCorrectAmbiguousVR.test_ambiguous_element_in_sequence_explicit|pydicom.tests.test_filereader.TestReader.test_meta_no_dataset|pydicom.tests.test_filereader.TestReadDataElement.test_read_OL_explicit_little|pydicom.tests.test_filewriter.TestWriteFile.testMultiPN|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testCT|pydicom.tests.test_config.TestDebug.test_default|pydicom.tests.test_filewriter.TestWriteFile.testJPEG2000|pydicom.tests.test_filereader.TestReadDataElement.test_read_UC_implicit_little|pydicom.tests.test_filewriter.TestCorrectAmbiguousVR.test_ambiguous_element_in_sequence_implicit|pydicom.tests.test_filereader.TestReader.test_preamble_commandset_no_dataset|pydicom.tests.test_filereader.TestReader.test_correct_ambiguous_vr|pydicom.tests.test_filereader.TestReader.test_no_dataset|pydicom.tests.test_filewriter.TestWriteNonStandard.test_commandset_filemeta|pydicom.tests.test_filereader.TestReadDataElement.test_read_OD_implicit_little|pydicom.tests.test_filereader.TestReader.test_long_specific_char_set|pydicom.tests.test_filewriter.TestWriteFile.testMR|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testMR|pydicom.tests.test_filereader.TestReader.test_no_preamble_command_group_dataset|pydicom.tests.test_filewriter.TestWriteFile.testUnicode|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testJPEG2000|pydicom.tests.test_filereader.TestReadDataElement.test_read_OL_implicit_little|pydicom.tests.test_filereader.TestReader.test_preamble_command_meta_no_dataset|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testUnicode|pydicom.tests.test_filereader.TestReader.test_preamble_meta_no_dataset|pydicom.tests.test_filereader.TestReader.test_correct_ambiguous_vr_compressed|pydicom.tests.test_filewriter.TestWriteFile.testRTPlan|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testMultiPN|pydicom.tests.test_filereader.TestReadDataElement.test_read_UR_explicit_little|pydicom.tests.test_filereader.TestReadDataElement.test_read_UR_implicit_little|pydicom.tests.test_filereader.TestReader.test_commandset_no_dataset|pydicom.tests.test_filewriter.TestScratchWriteDateTime.testRTDose|pydicom.tests.test_filewriter.TestWriteFile.testCT|pydicom.tests.test_filereader.TestReadDataElement.test_read_UC_explicit_little|pydicom.tests.test_filereader.TestReader.test_file_meta_dataset_implicit_vr|pydicom.tests.test_filereader.TestReadDataElement.test_read_OD_explicit_little|
pydu,1,198,tests.test_network.test_get_free_port|
pyllage,1,35,pyllage.tests.test_http.test_post|
pynetdicom,6,2664,pynetdicom.tests.test_logging.TestStandardLogging.test_recv_assoc_rq_sop_common|pynetdicom.tests.test_logging.TestStandardLogging.test_recv_assoc_rq_user_id[info0-output0]|pynetdicom.tests.test_logging.TestStandardLogging.test_recv_assoc_rq_user_id[info8-output8]|pynetdicom.tests.test_logging.TestStandardLogging.test_send_assoc_rq_sop_ext|pynetdicom.tests.test_logging.TestStandardLogging.test_send_assoc_rq_sop_common|pynetdicom.tests.test_logging.TestStandardLogging.test_send_assoc_rq_user_id[info0-output0]|
PyPOM,1,90,tests.test_driver.test_register_driver|
rdftools,8,75,test.test_shell_commands.test_serialize_bad_file|test.test_shell_commands.test_parse_bad_format|test.test_shell_commands.test_parse|test.test_tool_setup.test_configure_translation|test.test_shell_commands.test_parse_no_file|test.test_shell_commands.test_show|test.test_shell_commands.test_predicates|test.test_shell_commands.test_subjects|
requests-cache,7,55,tests.test_redisdict.RedisDictTestCase.test_same_settings|tests.test_redisdict.RedisDictTestCase.test_picklable_dict|tests.test_redisdict.RedisDictTestCase.test_del|tests.test_redisdict.RedisDictTestCase.test_str|tests.test_redisdict.RedisDictTestCase.test_clear_and_work_again|tests.test_redisdict.RedisDictTestCase.test_len|tests.test_redisdict.RedisDictTestCase.test_set_get|
scikit-hep,1,56,tests.dataset.test_numpydataset.test_methods|
scylla,4,40,tests.database_test.test_create_ip_floor_latency|tests.database_test.test_delete_ip|tests.database_test.test_create_ip|tests.jobs_test.test_save_ip|
serpextract,3,14,tests.test_serps.TestSERPs.test_naive_detection|tests.test_serps.TestSERPs.test_custom_parser_implicit|tests.test_serps.TestSERPs.test_custom_parser_explicit|
skidl,2,110,tests.test_lib.test_part_from_non_existing_lib_cannot_be_instantiated|tests.test_lib.test_missing_lib|
SSLyze,1,99,tests.plugin_tests.test_certificate_info_plugin.TestCertificateInfoPlugin.test_valid_chain_with_ev_cert|
strato-skipper,2,75,tests.test_cli.TestCLI.test_make_without_build_container_tag|tests.test_cli.TestCLI.test_run_without_build_container_tag|
tukio,5,30,tests.test_task.TestTaskRegistry.test_register_same_name|tests.test_task.TestTaskFactory.test_tukio_task_attrs_from_coro|tests.test_task.TestTaskFactory.test_without_tukio_factory|tests.test_task.TestTaskFactory.test_with_tukio_factory|tests.test_task.TestNewTask.test_new_task_ok|
upaas-common,3,91,tests.test_storage_mongodb.test_not_exists|tests.test_storage_mongodb.test_get_not_exists|tests.test_storage_mongodb.test_delete_not_exists|
urlquick,1,185,tests.test_urlquick.TestCacheHandler.test_cache_check_no_cache|
zanna,2,58,tests.test_decorators.TestDecorators.test_provider_decorated|tests.test_decorators.TestDecorators.test_class_decorated|
async-kinesis-client,2,10,tests.test_dynamodb.TestConsumerWithDynamoDB.test_consumer_with_dynamodb|tests.test_dynamodb.TestConsumerWithDynamoDB.test_dropping_seq|
kindle-maker,1,6,tests.test_ebook.test_ebook_save|
layouts,2,9,tests.test_cache.test_github_cache|tests.test_cache.test_local_cache|
ptemcee,1,10,ptemcee.tests.Tests.test_inf_logprob|
zula,1,7,tests.test_db.DbTests.test_get_keys|
GC-analysis,11,12,tests.test_file_ex2_5_5_gz.test_1|tests.test_file_ex2_5_5_gz_ot.test_1|tests.test_file_ex2_5_3_gz.test_1|tests.test_error_ex3.test_error_ex3|tests.test_file_ex2_5_3_gz_ot.test_1|tests.test_file_ex1_5_3_ot.test_1|tests.test_file_ex2_5_5.test_1|tests.test_file_ex1_5_5.test_1|tests.test_file_ex1_5_5_ot.test_1|tests.test_file_ex2_5_3.test_1|tests.test_file_ex1_5_3.test_1|
pyversion,6,11,version_tests.test_version.TestSemanticVersion.test_increment_micro|version_tests.test_version.TestSemanticVersion.test_increment_pre_release|version_tests.test_version.TestSemanticVersion.test_increment_minor|version_tests.test_version.TestSemanticVersion.test_increment_epoch|version_tests.test_version.TestSemanticVersion.test_increment_major|version_tests.test_version.TestSemanticVersion.test_cli_pypi_package|
sandman,45,58,tests.test_sandman.TestSandmanContentTypes.test_post_no_json_data|tests.test_sandman.TestSandmanUserDefinitions.test_put_fail_validation|tests.test_sandman.TestSandmanContentTypes.test_get_html_attribute|tests.test_sandman.TestSandmanBasicVerbs.test_get_with_filter|tests.test_sandman.TestSandmanBasicVerbs.test_delete_resource|tests.test_sandman.TestSandmanBasicVerbs.test_get_etag_no_match|tests.test_sandman.TestSandmanBasicVerbs.test_delete_resource_violating_constraint|tests.test_sandman.TestSandmanBasicVerbs.test_get_root|tests.test_sandman.TestSandmanBasicVerbs.test_put_resource|tests.test_sandman.TestSandmanContentTypes.test_post_html_with_charset|tests.test_sandman.TestSandmanBasicVerbs.test_get_object_attribute|tests.test_sandman.TestSandmanBasicVerbs.test_get_attribute|tests.test_sandman.TestSandmanValidation.test_unsupported_collection_method|tests.test_sandman.TestSandmanValidation.test_unsupported_patch_resource|tests.test_sandman.TestSandmanValidation.test_unsupported_get_resource|tests.test_sandman.TestSandmanUserDefinitions.test_user_defined_endpoint|tests.test_sandman.TestSandmanContentTypes.test_delete_resource_html|tests.test_sandman.TestSandmanValidation.test_delete_not_supported|tests.test_sandman.TestSandmanUserDefinitions.test_user_validation_reject|tests.test_sandman.TestSandmanContentTypes.test_post_unsupported_content_type|tests.test_sandman.TestSandmanValidation.test_pagination|tests.test_sandman.TestSandmanBasicVerbs.test_post|tests.test_sandman.TestSandmanBasicVerbs.test_posted_uri|tests.test_sandman.TestSandmanBasicVerbs.test_get_etag_header|tests.test_sandman.TestSandmanContentTypes.test_get_json|tests.test_sandman.TestSandmanBasicVerbs.test_get_link_header_for_resource|tests.test_sandman.TestSandmanBasicVerbs.test_get_with_limit|tests.test_sandman.TestSandmanContentTypes.test_get_html|tests.test_sandman.TestSandmanContentTypes.test_patch_new_resource_html|tests.test_sandman.TestExistingModel.test_get_resource_for_existing_model|tests.test_sandman.TestSandmanContentTypes.test_post_html_response|tests.test_sandman.TestSandmanBasicVerbs.test_get_expanded_resource|tests.test_sandman.TestSandmanBasicVerbs.test_patch_new_resource|tests.test_sandman.TestSandmanUserDefinitions.test_responds_with_top_level_json_name_if_present|tests.test_sandman.TestSandmanBasicVerbs.test_get_with_like_filter|tests.test_sandman.TestExistingModel.test_get_meta_for_existing_class|tests.test_sandman.TestSandmanBasicVerbs.test_get_with_sort|tests.test_sandman.TestSandmanBasicVerbs.test_posted_location|tests.test_sandman.TestSandmanContentTypes.test_post_no_html_form_data|tests.test_sandman.TestSandmanBasicVerbs.test_get_meta|tests.test_sandman.TestSandmanContentTypes.test_get_html_collection|tests.test_sandman.TestSandmanBasicVerbs.test_get|tests.test_sandman.TestSandmanBasicVerbs.test_put_invalid_foreign_key|tests.test_sandman.TestSandmanBasicVerbs.test_patch_existing_resource|tests.test_sandman.TestSandmanUserDefinitions.test_user_validation_accept|
alphanum-code,2,2,tests.test_alphanum_code.test_init_code|tests.test_alphanum_code.test_next_code|
